wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,gene_length,pis_total_hits,pgs_total_hits,pis_total_density_per_kb,pgs_total_density_per_kb,pis_CDS_hits,pgs_CDS_hits,pis_five_prime_UTR_hits,pgs_five_prime_UTR_hits,pis_three_prime_UTR_hits,pgs_three_prime_UTR_hits,pis_intron_hits,pgs_intron_hits,pis_promoter_hits,pgs_promoter_hits
WBGene00002988,lim-6,"lim-6 encodes a LIM class homeodomain protein that contains two Zinc-finger-like LIM domains N-terminal to a predicted DNA-binding homeodomain; LIM-6 is predicted to function as a transcription factor whose activity is required for regulating uterine morphogenesis and specific aspects of terminal neuronal differentiation, including normal axonal morphology, full expression of UNC-25/glutamic acid decarboxylase in select GABAergic neurons, and repression of sensory receptor gene expression in the ASEL chemosensory neuron; LIM-6 is expressed in a group of nine chemosensory-, inter-, and motorneurons,  uterine toroid cells, spermathecal junction cells, and the binucleate excretory gland cell.","Homeobox domain; Homeobox domain-like; Zinc finger, LIM-type",X,+,protein_coding,7001,0,1,0.0,0.1428,0,0,0,0,0,0,0,1,0,0
WBGene00020490,tmc-1,"tmc-1 encodes a multipass transmembrane protein; TMC-1 functions specifically as a sodium-sensitive channel that is required for salt taste chemosensation in the ASH neurons and for high salt avoidance behavior; when expressed in other neurons, TMC-1 is sufficient to generate a salt response in vivo, and when expressed in mammalian cells, TMC-1 generates a predominantly cationic current activated by high extracellular sodium but not other cations or uncharged small molecules; tmc-1 is expressed in sensory neurons, including the ASH, ADF, ASE, ADL, AQR, PQR, URX, and PHA neurons and also at lower frequency in AWC, AFD, and BAG; in ASH, TMC-1 localizes to the cell soma as well as the sensory cilium.",TMC,X,+,protein_coding,14968,1,0,0.0668,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00020489,hot-8,none available,Caenorhabditis elegans ly-6-related,X,+,protein_coding,7688,0,1,0.0,0.1301,0,0,0,0,0,0,0,1,0,0
WBGene00017670,F21E9.6,none available,,X,-,pseudogene,5930,0,1,0.0,0.1686,0,0,0,0,0,0,0,1,0,0
WBGene00018946,F56C3.9,none available,BTB/POZ domain; SKP1/BTB/POZ domain,X,-,protein_coding,2192,1,0,0.4562,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00022731,ZK402.5,none available,SPK domain,X,-,protein_coding,2536,0,1,0.0,0.3943,0,1,0,0,0,0,0,0,0,0
WBGene00195186,F19G12.10,none available,,X,+,lincRNA,2799,1,0,0.3573,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00016997,cebp-1,"cebp-1 encodes a bZip domain-containing protein that is a member of the CCAAT/enhancer-binding proteins (C/EBP) subfamily of bZip proteins; in C. elegans, CEBP-1 functions together with a DLK-1 signaling pathway to effect axon regeneration after laser axotomy in adult neurons; cebp-1 protein and mRNA are located in synapses and axons, and translation of axonal cebp-1 mRNA is upregulated via the DLK-1 signaling pathway in response to axonal injury.",,X,-,protein_coding,1174,0,1,0.0,0.8518,0,1,0,0,0,0,0,0,0,0
WBGene00017298,toca-1,none available,FCH domain; SH3 domain,X,-,protein_coding,11007,0,1,0.0,0.0909,0,1,0,0,0,0,0,0,0,0
WBGene00219711,anr-49,none available,,X,+,asRNA,4007,0,1,0.0,0.2496,0,0,0,0,0,0,0,0,0,0
WBGene00006955,wrt-9,"wrt-9 encodes a hedgehog-like protein, with an N-terminal signalsequence, a Wart domain, and a C-terminal region of proline-rich,low-complexity sequence; the Wart domain is predicted to form acysteine-crosslinked protein involved in intercellular signalling, andit has subtle similarity to the N-terminal Hedge domain of HEDGEHOGproteins; WRT-9 has no obvious function in RNAi assays.",,X,+,protein_coding,14684,1,0,0.0681,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00015775,C14E2.6,none available,Alpha/Beta hydrolase fold; Fungal lipase-like domain,X,-,protein_coding,2300,1,0,0.4348,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00018587,F48B9.1,none available,,X,+,protein_coding,4967,1,0,0.2013,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00196676,T14F9.10,none available,,X,-,ncRNA,359,1,0,2.7855,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00020135,aakg-4,aakg-4 encodes one of five C. elegans AMP kinase (AMPK) gamma regulatory subunits.,Aldolase-type TIM barrel; CBS domain,X,-,protein_coding,4445,1,0,0.225,0.0,0,0,0,0,0,0,0,0,0,0
WBGene00020134,T01B6.1,none available,Suppressor APC domain-containing protein 1/2,X,+,protein_coding,12960,1,0,0.0772,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00001484,fox-1,"fox-1 encodes an RNA-binding protein of the RNA recognition motif (RRM) superfamily of ribonucleic acid binding proteins; during C. elegans development, FOX-1 functions redundantly with other numerator elements to effect proper dosage compensation in the early embryo; in influencing dosage compensation, FOX-1 likely acts via post-transcriptional regulation of xol-1 mRNA levels; in addition to its role in dosage compensation, fox-1 activity is also required for normal male mating behavior; Western analysis and lacZ reporter constructs indicate that FOX-1 is expressed throughout the life cycle, beginning at the 18-20-cell stage of embryogenesis and continuing on through larval stages and into adult hermaphrodites and males; while early embryonic expression of fox-1 is ubiquitous, postembryonic expression is limited to a subset of head and tail neurons.",RNA recognition motif domain,X,-,protein_coding,14777,1,0,0.0677,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00199638,R04B3.6,none available,,X,+,ncRNA,149,0,1,0.0,6.7114,0,0,0,0,0,0,0,1,0,0
WBGene00019868,R04B3.3,none available,,X,-,protein_coding,2216,0,1,0.0,0.4513,0,1,0,0,0,0,0,0,0,0
WBGene00000004,aat-3,"aat-3 encodes an amino acid transporter catalytic subunit; when co-expressed in Xenopus oocytes with the ATG-2 glycoprotein subunit, AAT-3 is able to facilitate amino acid uptake and exchange, showing a relatively high affinity for small and some large neutral amino acids; in addition, AAT-3 is able to covalently associate with ATG-2 or ATG-1 to form heterodimers in the Xenopus expression system; when co-expressed with ATG-2, AAT-3 localizes to the cell surface of oocytes, but when expressed alone, or with ATG-1, AAT-3 localizes intracellularly.",Amino acid/polyamine transporter I,X,+,protein_coding,5477,1,0,0.1826,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00003630,nhr-40,"nhr-40 encodes, by alternative splicing and promoters, three isoforms ofa nuclear hormone receptor specific to nematodes; NHR-40 is required fornormal development of bodywall muscles, and hence for normal movement;both nhr-40 promoters are active in body wall and pharygeal musclecells, as well as in some (perhaps non-overlapping) neurons of the headand ventral nerve cord; NHR-40 is a divergent ortholog of HNF4, with 17closely related paralogs in C. elegans belonging to the class 1,subgroup 8 of C. elegans NHRs with the P box sequence CNGCKT; nhr-40 ismost strongly transcribed in L2 larvae; nhr-40(RNAi), overexpression ofnhr-40 by heat shock, or the nhr-40(ok667) mutation all result indevelopmentally arrested embryos or larvae, with surviving larvae beingsmaller, abnormally bulging, and sluggish; nhr-40(RNAi) animals havedisorganized epithelial cells and missing body wall muscle cells;nhr-40(ok667) mutants are slow-moving and uncoordinated, frequentlyreversing direction or going in circles; transgenic expression of nhr-40cDNA in muscles rescues larval but not embryonic arrest.","Nuclear hormone receptor, ligand-binding domain; Zinc finger, NHR/GATA-type; Zinc finger, nuclear hormone receptor-type",X,+,protein_coding,12730,1,0,0.0786,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00020160,igcm-3,"igcm-3 encodes protein containing an immunoglobulin-like domain; loss of igcm-3 activity via RNAi results in a moderate increase in fat content, suggesting that igcm-3 may play a role in regulating lipid metabolism.",Immunoglobulin-like domain; Immunoglobulin-like fold,X,-,protein_coding,7610,1,0,0.1314,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00006496,cgef-1,"cgef-1 encodes a putative guanine nucleotide exchange factor (GEF) and positively regulates CDC-42 during asymmetric division in the embryo; cgef-1 also affects the localization of PAR proteins in the embryo; since cgef-1 mutants exhibit mild phenotypes, cgef-1 may function redundantly with other GEFs to regulate CDC-42 function; CGEF-1 expressed under germline regulatory control is enriched in the nucleoplasm and cell cortex and localizes to the cytoplasm.",Dbl homology (DH) domain; PH domain-like,X,+,protein_coding,27209,1,0,0.0368,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00006055,ssr-2,none available,"P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Small GTPase superfamily; Small GTPase superfamily, Ras type",X,-,protein_coding,4252,0,1,0.0,0.2352,0,0,0,0,0,0,0,1,0,0
WBGene00018743,F53B3.5,"F53B3.5 encodes a claudin homolog that may regulate ion channels; F53B3.5 is distantly similar to mammalian voltage-dependent calcium channel gamma subunits that are known or suspected to prevent epilepsy in vivo (e.g., stargazin; MGI:1316660); F53B3.5 has no obvious function in mass RNAi assays; claudins are integral membrane proteins with four transmembrane sequences that are found in mammalian tight junctions (TJs), induce TJs when transgenically expressed in cells normally lacking them, and can mediate the specific conductance of of specific ions (e.g., magnesium or calcium) through TJs while blocking the flow of water.",PMP-22/EMP/MP20/Claudin superfamily,X,-,protein_coding,6836,0,1,0.0,0.1463,0,1,0,0,0,0,0,0,0,0
WBGene00196294,Y41G9A.14,none available,,X,+,ncRNA,209,1,0,4.7847,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00021530,Y41G9A.6,none available,,X,-,protein_coding,3292,1,0,0.3038,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00198051,F52E4.12,none available,,X,+,ncRNA,130,0,1,0.0,7.6923,0,0,0,0,0,0,0,1,0,0
WBGene00015790,C15C7.4,none available,,X,+,protein_coding,1953,1,0,0.512,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00002217,klp-4,"klp-4 encodes a kinesin-like motor protein paralogous to UNC-104 and KLP-6 and orthologous to Drosophila KHC-73 and the vertebrate KIF1A, KIF13B, and GAKIN motor proteins; as loss of KLP-4 function via RNA-mediated interference (RNAi) does not result in any abnormalities, the precise role of KLP-4 in C. elegans development and/or behavior is not yet known; based on sequence similarity, however, KLP-4 is predicted to play a role in neuronal development or function; a klp-4::gfp transcriptional reporter fusion is expressed in larvae and adults in the pharynx, intestine, and nervous system, including head and tail neurons, the nerve ring, and ventral nerve cord.",Forkhead-associated (FHA) domain; Kinesin motor domain; Kinesin-associated; Kinesin-like; Kinesin-like KIF1-type; P-loop containing nucleoside triphosphate hydrolase; SMAD/FHA domain,X,-,protein_coding,7282,0,1,0.0,0.1373,0,1,0,0,0,0,0,0,0,0
WBGene00199181,F28B4.7,none available,,X,-,ncRNA,264,1,0,3.7879,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00022825,ZK816.1,none available,,X,+,protein_coding,9064,1,0,0.1103,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00195727,ZK377.4,none available,,X,-,ncRNA,196,0,1,0.0,5.102,0,0,0,0,0,0,0,1,0,0
WBGene00006864,npr-16,npr-16 encodes a G protein-coupled receptor that is most similar to the mammalian somatostatin receptors; npr-16 was first identified in molecular analyses of gene products linked to the vitellogenin (vit) loci on the X chromosome; npr-16 mRNA is expressed weakly in adult hermaphrodites.,"G protein-coupled receptor, rhodopsin-like",X,+,protein_coding,13069,0,1,0.0,0.0765,0,0,0,0,0,0,0,1,0,0
WBGene00004350,rgs-7,"rgs-7 encodes three isoforms of an atypical regulator of G protein signaling (RGS) protein that contains both a C2 and an RGS domain, and that binds EGL-30 via both domains, similar in organization to mammalian PDZ-RGS3; the RGS domain has GTPase activator protein (GAP) activity in vitro on mammalian G[alphai]3; RGS-7 thus may stably bind EGL-30 at all stages of EGL-30's GTPase cycle, might organize EGL-30 into a stable multiprotein signalling complex (with GTP[gamma]S), and might persistently inhibit EGL-30 when triggered by calcium or phospholipids; rgs-7 has no obvious function in mass RNAi assays","C2 domain; RGS domain; RGS, subdomain 1",X,+,protein_coding,15242,1,0,0.0656,0.0,0,0,1,0,0,0,0,0,0,0
WBGene00018537,F47B7.6,none available,,X,-,pseudogene,915,0,1,0.0,1.0929,0,1,0,0,0,0,0,0,0,0
WBGene00199627,K03C7.10,none available,,X,+,ncRNA,231,0,1,0.0,4.329,0,0,0,0,0,0,0,1,0,0
WBGene00018569,F47F2.1,none available,"AGC-kinase, C-terminal; Protein kinase domain; Protein kinase-like domain",X,+,protein_coding,14779,1,0,0.0677,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00200744,T22B2.11,none available,,X,-,ncRNA,148,1,0,6.7568,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00022745,ZK470.2,none available,,X,+,protein_coding,12690,1,0,0.0788,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00196704,C52B9.15,none available,,X,-,ncRNA,211,0,1,0.0,4.7393,0,0,0,0,0,0,0,1,0,0
WBGene00005008,spr-3,none available,,X,+,protein_coding,2803,1,0,0.3568,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00219805,C07A12.19,none available,,X,+,ncRNA,127,0,1,0.0,7.874,0,1,0,0,0,0,0,0,0,0
WBGene00002044,hyl-2,"hyl-2 encodes a predicted transmembrane protein orthologous to Saccharomyces cerevisiae Lag1p (longevity assurance gene), a protein preferentially expressed in young yeasts; by homology, HYL-2 is predicted to have several possible functions, including regulation of lipid, particularly ceramide, biosynthesis, regulation of lipid transport, and regulation of protein translocation in the endoplasmic reticulum ; however, as loss of hyl-2 activity via RNA-mediated interference (RNAi) does not result in any obvious abnormalities, the precise role of hyl-2 in C. elegans development and/or behavior is not yet known.",Ceramide synthase component Lag1/Lac1; TRAM/LAG1/CLN8 homology domain,X,-,protein_coding,2708,0,1,0.0,0.3693,0,1,0,0,0,0,0,0,0,0
WBGene00000176,aqp-8,"aqp-8 encodes, by alternative splicing, two isoforms of a putative aquaglyceroporin with no known substrate, since AQP-8 expressed in Xenopus oocytes has no effect on water, glycerol, or urea permeability; loss of AQP-8 activity via mutation or RNAi results in no obvious defects; however, AQP-8, in conjunction with AQP-2, AQP-3, and AQP-4, is weakly required for recovery from hypotonic stress; AQP-8 is expressed in the excretory cell.",Aquaporin-like; Major intrinsic protein,X,-,protein_coding,2811,0,1,0.0,0.3557,0,1,0,0,0,0,0,0,0,0
WBGene00020324,T07F12.4,none available,Protein kinase domain; Protein kinase-like domain,X,-,protein_coding,4218,1,0,0.2371,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00196140,T07F12.6,none available,,X,-,ncRNA,146,1,0,6.8493,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00022501,ZC8.6,none available,"Phosphatidylinositol 3-/4-kinase, catalytic domain",X,-,protein_coding,25084,0,1,0.0,0.0399,0,0,0,0,0,0,0,1,0,0
WBGene00022614,ZC449.4,none available,,X,-,protein_coding,5831,0,1,0.0,0.1715,0,0,0,1,0,0,0,0,0,0
WBGene00016067,clc-7,"C24H10.1 encodes a claudin homolog that may be required for normal cohesion of apical junctions in epithelia; C24H10.1 is worm-specific, with obvious homologs only in C. elegans; C24H10.1 has no obvious function in mass RNAi assays; claudins are integral membrane proteins with four transmembrane sequences that are found in mammalian tight junctions (TJs), induce TJs when transgenically expressed in cells normally lacking them, and can mediate the specific conductance of of specific ions (e.g., magnesium or calcium) through TJs while blocking the flow of water.",Clc protein-like,X,+,protein_coding,6352,0,1,0.0,0.1574,0,0,0,0,0,0,0,1,0,0
WBGene00016292,tbc-7,none available,Rab-GTPase-TBC domain; TLDc domain,X,+,protein_coding,12465,1,0,0.0802,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00197582,T03G11.17,none available,,X,+,ncRNA,285,0,1,0.0,3.5088,0,0,0,0,0,0,0,1,0,0
WBGene00200665,Y34B4A.16,none available,,X,-,ncRNA,215,0,1,0.0,4.6512,0,0,0,0,0,0,0,1,0,0
WBGene00003990,pfn-2,none available,Profilin,X,-,protein_coding,970,0,1,0.0,1.0309,0,1,0,0,0,0,0,0,0,0
WBGene00016559,C41A3.2,none available,,X,-,protein_coding,7789,0,1,0.0,0.1284,0,0,0,0,0,0,0,1,0,0
WBGene00044623,bus-8B,"bus-8 encodes a glycosyltransferase related to mannosyltransferases that play a role in protein N-linked glycosylation ; bus-8 is required for colonization by Microbacterium nematophilum and the tail-swelling response to M. nematophilum infection; bus-8 is also essential for enclosure during embryonic morphogenesis, functioning in or with ephrin-mediated signaling to effect the proper neuroblast organization that facilitates epidermal migration; bus-8 is also required for cuticle integrity, normal cuticle antigens, completely normal traction during movement, and viability; a BUS-8::GFP fusion protein is detected during embryonic morphogenesis in cells underlying the ventral epidermis (possibly neuroblasts), subsequent expression is then restricted to the hypodermal seam cells which continues throughout postembryonic development.","Glycosyl transferase, family 1; Glycosyltransferase subfamily 4-like, N-terminal domain",X,+,protein_coding,2661,1,0,0.3758,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00020735,T23F2.2,none available,,X,-,protein_coding,9264,0,1,0.0,0.1079,0,1,0,0,0,0,0,0,0,0
WBGene00200828,F13D11.17,none available,,X,-,ncRNA,239,1,0,4.1841,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00006424,ctbp-1,tag-45 encodes a D-isomer specific 2-hydroxyacid dehydrogenase.,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain; NAD(P)-binding domain; Zinc finger, C2CH-type",X,+,protein_coding,10640,1,0,0.094,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00002190,kin-2,"kin-2 encodes a predicted regulatory subunit of a cAMP-dependent protein kinase that may act downstream of, or in parallel to, ric-8.","Cyclic nucleotide-binding domain; Cyclic nucleotide-binding-like; RmlC-like jelly roll fold; cAMP-dependent protein kinase regulatory subunit; cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain",X,-,protein_coding,7208,0,1,0.0,0.1387,0,1,0,0,0,0,0,0,0,0
WBGene00016661,C45B2.6,none available,Acyl transferase/acyl hydrolase/lysophospholipase; Ankyrin repeat; Ankyrin repeat-containing domain; Patatin-like phospholipase domain,X,+,protein_coding,4437,1,0,0.2254,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00001587,lgc-58,"ggr-2 encodes a predicted member of the GABA/ glycine receptor family of ligand-gated chloride channels that affects thermotaxis; expressed in neurons that include SMDV, SMDD, SIAV, CAN, HSN, DD, and is weakly expressed in the egg-laying muscles.",Gamma-aminobutyric acid A receptor/Glycine receptor alpha; Neurotransmitter-gated ion-channel; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel transmembrane domain,X,+,protein_coding,6373,1,0,0.1569,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00201756,C34H3.22,none available,,X,+,ncRNA,147,0,1,0.0,6.8027,0,0,0,0,0,0,0,1,0,0
